0,1,0,0,1,0,0
0.1,0.943933,0.0548892,0.00117769,0.9423,0.0577,0
0.2,0.89101,0.104433,0.00455749,0.889594,0.106754,0.00365241
0.3,0.841054,0.149024,0.0099222,0.839785,0.151023,0.00919245
0.4,0.793898,0.189031,0.0170707,0.792766,0.190734,0.0164997
0.5,0.749387,0.224796,0.0258168,0.74838,0.226233,0.0253866
0.6,0.707371,0.256641,0.0359884,0.706479,0.257838,0.0356826
0.7,0.667711,0.284863,0.0474263,0.666924,0.285846,0.0472303
0.8,0.630274,0.309742,0.0599838,0.629584,0.310532,0.0598839
0.9,0.594937,0.331538,0.0735252,0.594334,0.332157,0.0735093
1,0.561581,0.350494,0.0879256,0.561058,0.350959,0.0879825
1.1,0.530095,0.366835,0.10307,0.529645,0.367165,0.10319
1.2,0.500374,0.380773,0.118853,0.499991,0.380983,0.119026
1.3,0.472319,0.392504,0.135176,0.471997,0.392608,0.135395
1.4,0.445838,0.40221,0.151952,0.44557,0.402221,0.152208
1.5,0.420841,0.410062,0.169097,0.420623,0.409992,0.169385
1.6,0.397246,0.416217,0.186537,0.397073,0.416076,0.186851
1.7,0.374974,0.420823,0.204204,0.374841,0.420621,0.204537
1.8,0.35395,0.424015,0.222035,0.353854,0.423762,0.222384
1.9,0.334105,0.425922,0.239973,0.334042,0.425625,0.240333
2,0.315373,0.426661,0.257966,0.31534,0.426327,0.258333
2.1,0.297691,0.426341,0.275968,0.297684,0.425977,0.276339
2.2,0.281,0.425064,0.293936,0.281017,0.424675,0.294308
2.3,0.265245,0.422923,0.311831,0.265283,0.422515,0.312202
2.4,0.250374,0.420006,0.32962,0.25043,0.419583,0.329986
2.5,0.236336,0.416394,0.34727,0.236409,0.41596,0.347631
2.6,0.223086,0.41216,0.364755,0.223173,0.411719,0.365108
2.7,0.210578,0.407374,0.382049,0.210678,0.406929,0.382393
2.8,0.198771,0.402099,0.39913,0.198882,0.401654,0.399464
2.9,0.187627,0.396394,0.41598,0.187747,0.39595,0.416303
3,0.177107,0.390312,0.43258,0.177235,0.389873,0.432892
3.1,0.167177,0.383905,0.448917,0.167312,0.383472,0.449216
3.2,0.157804,0.377218,0.464978,0.157944,0.376792,0.465263
3.3,0.148957,0.370292,0.480751,0.149101,0.369876,0.481023
3.4,0.140605,0.363167,0.496228,0.140753,0.362761,0.496486
3.5,0.132722,0.355878,0.5114,0.132872,0.355483,0.511644
3.6,0.125281,0.348457,0.526262,0.125433,0.348075,0.526492
3.7,0.118256,0.340935,0.540809,0.11841,0.340565,0.541025
3.8,0.111626,0.333338,0.555036,0.111781,0.332981,0.555238
3.9,0.105368,0.325691,0.568942,0.105522,0.325348,0.56913
4,0.09946,0.318016,0.582524,0.099614,0.317688,0.582698
4.1,0.0938836,0.310334,0.595782,0.0940368,0.31002,0.595943
4.2,0.0886198,0.302664,0.608716,0.0887717,0.302364,0.608864
4.3,0.0836512,0.295022,0.621327,0.0838015,0.294736,0.621463
4.4,0.0789611,0.287422,0.633617,0.0791095,0.287151,0.633739
4.5,0.074534,0.279879,0.645587,0.0746803,0.279623,0.645697
4.6,0.0703551,0.272405,0.657239,0.070499,0.272163,0.657338
4.7,0.0664105,0.265011,0.668579,0.0665519,0.264782,0.668666
4.8,0.0626871,0.257705,0.679608,0.0628257,0.25749,0.679684
4.9,0.0591724,0.250497,0.69033,0.0593081,0.250295,0.690397
5,0.0558548,0.243394,0.700751,0.0559875,0.243205,0.700807
5.1,0.0527232,0.236402,0.710874,0.0528529,0.236226,0.710921
5.2,0.0497672,0.229528,0.720705,0.0498937,0.229364,0.720742
5.3,0.0469769,0.222775,0.730248,0.0471002,0.222623,0.730277
5.4,0.044343,0.216148,0.739509,0.0444631,0.216008,0.739529
5.5,0.0418569,0.20965,0.748493,0.0419737,0.209521,0.748505
5.6,0.0395101,0.203285,0.757205,0.0396236,0.203166,0.75721
5.7,0.0372949,0.197053,0.765652,0.0374051,0.196945,0.76565
5.8,0.0352039,0.190958,0.773839,0.0353109,0.19086,0.773829
5.9,0.0332301,0.184999,0.781771,0.0333338,0.184911,0.781755
6,0.031367,0.179179,0.789454,0.0314675,0.1791,0.789433
6.1,0.0296083,0.173496,0.796895,0.0297057,0.173426,0.796868
6.2,0.0279483,0.167952,0.804099,0.0280425,0.16789,0.804067
6.3,0.0263813,0.162546,0.811073,0.0264724,0.162492,0.811035
6.4,0.0249022,0.157277,0.81782,0.0249903,0.157231,0.817779
6.5,0.023506,0.152145,0.824349,0.0235911,0.152106,0.824303
6.6,0.0221881,0.147149,0.830663,0.0222702,0.147116,0.830614
6.7,0.0209441,0.142286,0.83677,0.0210234,0.14226,0.836717
6.8,0.0197698,0.137556,0.842674,0.0198463,0.137536,0.842617
6.9,0.0186614,0.132957,0.848381,0.0187351,0.132943,0.848322
7,0.0176151,0.128487,0.853897,0.0176862,0.128479,0.853835
7.1,0.0166275,0.124145,0.859228,0.0166959,0.124141,0.859163
7.2,0.0156952,0.119928,0.864377,0.0157611,0.119929,0.86431
7.3,0.0148152,0.115834,0.869351,0.0148787,0.115839,0.869282
7.4,0.0139846,0.11186,0.874155,0.0140456,0.11187,0.874084
7.5,0.0132005,0.108006,0.878794,0.0132592,0.108019,0.878721
7.6,0.0124604,0.104267,0.883272,0.0125169,0.104285,0.883199
7.7,0.0117618,0.100643,0.887596,0.0118161,0.100663,0.887521
7.8,0.0111023,0.0971294,0.891768,0.0111545,0.0971534,0.891692
7.9,0.0104799,0.0937252,0.895795,0.01053,0.0937521,0.895718
8,0.00989229,0.0904276,0.89968,0.00994041,0.0904571,0.899603
8.1,0.00933766,0.0872339,0.903428,0.00938386,0.0872659,0.90335
8.2,0.00881413,0.0841417,0.907044,0.00885846,0.084176,0.906966
8.3,0.00831995,0.0811486,0.910531,0.00836249,0.0811849,0.910453
8.4,0.00785347,0.0782521,0.913894,0.00789428,0.0782902,0.913815
8.5,0.00741315,0.0754496,0.917137,0.00745229,0.0754895,0.917058
8.6,0.00699752,0.0727388,0.920264,0.00703504,0.0727801,0.920185
8.7,0.00660519,0.0701172,0.923278,0.00664116,0.0701599,0.923199
8.8,0.00623486,0.0675824,0.926183,0.00626933,0.0676262,0.926104
8.9,0.00588529,0.065132,0.928983,0.00591831,0.0651769,0.928905
9,0.00555532,0.0627636,0.931681,0.00558695,0.0628095,0.931604
9.1,0.00524385,0.060475,0.934281,0.00527415,0.0605217,0.934204
9.2,0.00494984,0.0582639,0.936786,0.00497885,0.0583112,0.93671
9.3,0.00467232,0.056128,0.9392,0.00470009,0.0561759,0.939124
9.4,0.00441036,0.0540652,0.941524,0.00443694,0.0541135,0.94145
9.5,0.00416308,0.0520732,0.943764,0.00418852,0.0521218,0.94369
9.6,0.00392967,0.0501499,0.94592,0.00395401,0.0501988,0.945847
9.7,0.00370935,0.0482933,0.947997,0.00373263,0.0483424,0.947925
9.8,0.00350138,0.0465013,0.949997,0.00352364,0.0465505,0.949926
9.9,0.00330506,0.044772,0.951923,0.00332636,0.0448212,0.951852
10,0.00311976,0.0431033,0.953777,0.00314012,0.0431524,0.953707
